년월,정류소명,정류소ID,승차,하차
20-Jan,(주)성안건너,7021042100,35,187
20-Jan,(주)영화건너,7111058300,4,113
20-Jan,(주)영화앞,7111059100,482,0
20-Jan,1차서한화성타운건너,7041058600,194,159
20-Jan,1차서한화성타운앞,7041047200,660,92
20-Jan,2.28기념중앙공원건너1,7001006900,"45,301","10,351"
20-Jan,2.28기념중앙공원건너2,7001011700,"7,063","4,271"
20-Jan,2.28기념중앙공원앞,7001006800,"83,325","12,146"
20-Jan,2차대자연맨션건너,7061035600,"1,666",797
20-Jan,2차대자연맨션앞,7061009500,"9,873","1,173"
20-Jan,2차서한화성타운건너,7041003100,"35,513","2,098"
20-Jan,2차서한화성타운앞,7041003000,"15,938","4,266"
20-Jan,2호선반월당역1,7001001400,"20,931","4,072"
20-Jan,2호선반월당역2,7001012300,"12,074","3,992"
20-Jan,CBS방송국건너,7021023000,"4,708","2,409"
20-Jan,CBS방송국앞,7021023100,"3,038","1,665"
20-Jan,CGV대구한일건너,7001006600,"88,275","17,416"
20-Jan,CGV대구한일앞,7001006700,"29,701","3,196"
20-Jan,CMB대구방송,7011004600,"1,978","1,235"
20-Jan,DGB대구은행파크남편건너,7021013900,895,329
20-Jan,DGB대구은행파크남편앞,7021014000,"1,045",488
20-Jan,DGB대구은행파크동편건너,7021012800,"2,866","4,310"
20-Jan,DGB대구은행파크동편앞,7021012900,"2,777",481
20-Jan,e-편한세상월배건너,7041059100,908,109
20-Jan,e-편한세상월배앞,7041059000,90,107
20-Jan,e편한세상대구금호건너,7021056500,"11,281",69
20-Jan,e편한세상대구금호앞,7021056600,234,397
20-Jan,IHL건너,7111065300,1,9
20-Jan,IHL앞,7111065200,69,1
20-Jan,K-2입구,7011012200,"3,369","1,054"
20-Jan,K2관사입구(종점),7011035800,"1,374",109
20-Jan,KT남대구지사건너1,7051003500,"8,940","3,735"
20-Jan,KT남대구지사건너2,7051003000,"3,223","1,291"
20-Jan,KT남대구지사앞1,7051003400,"20,543","7,072"
20-Jan,KT남대구지사앞2,7051002900,"1,829","2,236"
20-Jan,KT동대구지사건너,7011007300,"27,038","16,752"
20-Jan,KT동대구지사앞,7011007200,"12,896","2,052"
20-Jan,KT북대구지사건너,7021013700,"1,567",239
20-Jan,KT북대구지사앞,7021013800,"3,488",438
20-Jan,KT상동지사건너,7061028200,"2,075",281
20-Jan,KT상동지사앞,7061028300,817,630
20-Jan,KT서대구지사건너,7031015100,"16,972","3,251"
20-Jan,KT서대구지사앞,7031010600,"11,700","5,837"
20-Jan,LG물류센터건너,7011015100,"3,606","2,803"
20-Jan,LG물류센터앞,7011015200,"4,797","3,255"
20-Jan,LH10단지아파트건너,7011060000,183,"3,425"
20-Jan,LH10단지아파트앞,7011060100,27,560
20-Jan,LH14단지아파트,7011061800,"2,285",419
20-Jan,LH5단지아파트건너,7011056100,"1,800",424
20-Jan,LH5단지아파트앞,7011056000,997,117
20-Jan,LH5단지아파트후문앞,7011051400,317,789
20-Jan,LH천년나무2단지건너,7111073200,"9,070",431
20-Jan,LH천년나무2단지앞,7111073100,"1,752",563
20-Jan,NH농협혁신도시지점건너,7011056700,8,152
20-Jan,NH농협혁신도시지점앞,7011056600,"3,461",318
20-Jan,SD아이프라임강북아파트,7021005600,"4,565",573
20-Jan,SK리더스뷰건너,7061012500,"7,589","1,631"
20-Jan,SK리더스뷰앞,7061012600,"4,515","1,921"
20-Jan,STX메탈건너,7041001500,"1,154","3,466"
20-Jan,STX메탈앞,7041001400,14,903
20-Jan,TBC건너,7061012900,"12,794",973
20-Jan,TBC앞,7061012800,"3,049","3,419"
20-Jan,㈜윔스건너,7041044700,54,319
20-Jan,㈜윔스앞,7041044800,285,36
20-Jan,가창농협건너,7111000400,"2,667","2,564"
20-Jan,가창농협앞,7111000500,"10,205",490
20-Jan,가창댐,7111060200,4,3
20-Jan,가창댐1,7111060300,11,76
20-Jan,가창면사무소건너,7111000600,"3,146","1,340"
20-Jan,가창면사무소앞,7111000700,"6,524","1,012"
20-Jan,가창중학교건너,7111045600,747,4
20-Jan,가창중학교앞,7111045700,54,105
20-Jan,가창초등학교건너,7111045800,"2,906",271
20-Jan,가창초등학교앞,7111045900,"1,190",65
20-Jan,가천동건너,7061058600,117,27
20-Jan,가천동앞,7061028900,98,40
20-Jan,가천리,7111027800,6,34
20-Jan,가태2리마을입구,7111064300,36,0
20-Jan,가태리마을회관건너,7111064200,76,6
20-Jan,가태리마을회관앞,7111064100,4,0
20-Jan,각산비나리공원건너,7011059300,"1,068",172
20-Jan,각산비나리공원앞,7011059200,"1,898",139
20-Jan,각산역(1번출구),7011038100,"3,771","1,116"
20-Jan,각산역(2번출구),7011038000,"1,460","1,566"
20-Jan,각산푸르지오건너,7011051900,"4,335","2,729"
20-Jan,각산푸르지오앞,7011051800,"2,108","1,274"
20-Jan,갈실마을회관종점,7111028400,366,8
20-Jan,감문1리1,7111015600,0,3
20-Jan,감문1리2,7111015700,201,2
20-Jan,감문1리3,7111015800,1,6
20-Jan,감문1리4,7111044400,5,0
20-Jan,감문리(삼실)건너,7111078500,40,0
20-Jan,감문리(삼실)앞,7111015100,17,20
20-Jan,감삼네거리1,7031004100,"12,052","4,770"
20-Jan,감삼네거리2,7041024200,"32,759","16,042"
20-Jan,감삼초등학교건너,7041010600,"6,721","1,538"
20-Jan,감삼초등학교앞,7041010700,"5,998","1,397"
20-Jan,갓골건너,7011033900,129,0
20-Jan,갓골앞,7011034000,1,22
20-Jan,갓바위,7011036000,"12,531",665
20-Jan,강남약국건너,7021025000,"41,913","10,341"
20-Jan,강남약국앞1,7011008900,"29,918","7,512"
20-Jan,강남약국앞2,7011009000,"9,154","1,412"
20-Jan,강동중·고등학교,7011032400,3,58
20-Jan,강동중·고등학교건너,7011032500,866,3
20-Jan,강동초교건너,7011062800,397,3
20-Jan,강동초교앞,7011063000,8,78
20-Jan,강변동서마을건너,7011028500,"4,346",355
20-Jan,강변동서마을앞,7011014500,"3,511","1,585"
20-Jan,강북경찰서건너,7021038600,"1,326","1,540"
20-Jan,강북경찰서앞,7021038700,"4,635",415
20-Jan,강북중학교건너,7021043200,507,841
20-Jan,강북중학교앞,7021047000,"5,746",98
20-Jan,강산아파트건너,7011012300,"4,117","9,171"
20-Jan,강산아파트앞,7011012400,"4,432","1,483"
20-Jan,강정(종점),7111032900,11,11
20-Jan,강정보(디아크문화관)건너,7111049800,5,6
20-Jan,강정보(디아크문화관)입구,7111049900,181,15
20-Jan,강창교1,7111009900,"2,642",323
20-Jan,강창교2,7111062100,131,"1,082"
20-Jan,강창역(1번출구),7041032500,"5,568","1,523"
20-Jan,강창역(2번출구),7041037700,"22,192",772
20-Jan,강창하이츠,7111019400,"8,341",626
20-Jan,거동교1,7021032100,"2,469","1,535"
20-Jan,거동교2,7021032200,"1,452",633
20-Jan,건들바위건너,7001008100,779,791
20-Jan,건들바위앞,7001008200,256,722
20-Jan,건영아파트건너,7021026400,"4,832","5,879"
20-Jan,건영캐스빌건너,7111047500,"8,292","1,382"
20-Jan,건영캐스빌앞,7111010300,"4,355","1,561"
20-Jan,검단동대구축협앞,7021042200,"3,237",94
20-Jan,검단동행정복지센터1,7021055200,934,40
20-Jan,검단동행정복지센터2,7021055300,4,466
20-Jan,검단동행정복지센터건너,7021019000,"9,102",72
20-Jan,검단동행정복지센터앞,7021018900,52,648
20-Jan,검단상가아파트건너,7021019100,5,15
20-Jan,검단상가아파트앞,7021042300,391,3
20-Jan,검단유성아파트(서편),7021019400,"7,007","1,473"
20-Jan,검단유성아파트건너,7021018500,"4,237","1,210"
20-Jan,검단유성아파트앞,7021018600,"15,819","3,546"
20-Jan,경기장네거리1,7061029300,"4,621",825
20-Jan,경기장네거리2,7061029200,"3,125",210
20-Jan,경대교2,7021054800,"6,055",697
20-Jan,경대교건너,7021023800,704,287
20-Jan,경대교앞,7021023700,733,"1,287"
20-Jan,경대사대부설고등학교앞,7001007500,"18,704","8,618"
20-Jan,경대아파트앞,7011010200,"4,609","3,846"
20-Jan,경덕여고,7031020100,807,750
20-Jan,경동산업앞,7021019600,13,1
20-Jan,경명여고건너,7021028500,"1,748",552
20-Jan,경명여고앞,7021028400,"1,975","1,350"
20-Jan,경북고등학교건너,7061017700,"7,201","3,639"
20-Jan,경북고등학교앞,7061017600,"11,871","1,290"
20-Jan,경북공고건너,7001003100,"4,590","3,736"
20-Jan,경북공고앞,7001003000,"6,342","3,958"
20-Jan,경북교통,7011018200,"2,485","8,225"
20-Jan,경북교통앞,7011018300,"3,008","2,318"
20-Jan,경북기계공고건너,7041017300,"6,299","4,408"
20-Jan,경북기계공고앞,7041017200,"6,281","4,208"
20-Jan,경북농업기술원건너,7021051400,29,45
20-Jan,경북농업기술원앞,7021003800,7,4
20-Jan,경북대체육센터건너,7021025700,"10,277",642
20-Jan,경북대체육센터앞,7021022300,"8,056","6,642"
20-Jan,경북대학교 경상대학앞,7011010100,"27,996","4,217"
20-Jan,경북대학교병원건너,7001009700,"14,520","7,430"
20-Jan,경북대학교병원앞,7001009800,"27,021","5,399"
20-Jan,경북대학교북문건너,7021025900,"56,164","2,892"
20-Jan,경북대학교북문앞,7021025800,"20,632","6,532"
20-Jan,경북대학교서문건너,7021022400,"6,048","1,865"
20-Jan,경북대학교서문앞,7021022500,"3,586","1,851"
20-Jan,경북대학교정문건너,7011010300,"7,051","4,742"
20-Jan,경북대학교정문앞,7011010400,"19,197","4,915"
20-Jan,경북대학교체육센터건너2,7021022200,610,443
20-Jan,경북대학교치과병원,7001007600,"22,226","10,718"
20-Jan,경북아파트건너(신천동),7011005800,"3,250","13,277"
20-Jan,경북아파트앞(신천동),7011005700,"6,567","3,712"
20-Jan,경북여상건너,7051000600,"8,031","8,482"
20-Jan,경북여상앞,7051000700,"13,918","2,512"
20-Jan,경북크랑크,7041044000,"1,823",136
20-Jan,경상감영공원건너,7001004300,"71,477","13,149"
20-Jan,경상감영공원앞,7001004600,"91,887","51,439"
20-Jan,경상북도농업인회관,7021003600,2,2
20-Jan,경상북도인재개발원1,7021003700,11,4
20-Jan,경상북도인재개발원2,7021003500,3,0
20-Jan,경상여자고등학교건너,7021017000,"3,168",462
20-Jan,경상여자고등학교앞,7021017100,"5,494","4,273"
20-Jan,경신고등학교건너,7061001400,"43,380","6,430"
20-Jan,경신고등학교앞,7061001300,"40,071","8,797"
20-Jan,경운초등학교건너,7031014600,"1,248",788
20-Jan,경운초등학교앞,7031014500,"3,179","1,221"
20-Jan,경원고등학교건너,7031015000,514,103
20-Jan,경원고등학교앞,7031014900,286,49
20-Jan,경일여자중학교건너,7051012000,"14,048","2,293"
20-Jan,경일여자중학교앞,7051011900,"2,768","2,239"
20-Jan,경주최씨종가(종점),7011030300,192,0
20-Jan,경주최씨종가1,7011030200,91,8
20-Jan,경주최씨종가2,7011038600,25,3
20-Jan,경진초등학교건너,7011010000,"4,716","5,606"
20-Jan,경진초등학교앞,7011009900,"14,769","1,158"
20-Jan,경진테크빌앞,7001004700,"1,396","1,306"
20-Jan,경창산업,7041043500,"1,241",261
20-Jan,경희강재건너,7041011900,616,545
20-Jan,경희강재앞,7041012000,"1,777",92
20-Jan,계명대대명캠퍼스후문건너,7051007200,"3,287",802
20-Jan,계명대역(1번출구),7041001000,"1,038","1,715"
20-Jan,계명대역(2번출구),7041033700,"3,633","5,013"
20-Jan,계명대학교대명캠퍼스건너,7001000400,"9,894","4,297"
20-Jan,계명대학교대명캠퍼스앞,7001000300,"10,162","7,059"
20-Jan,계명대학교대명캠퍼스후문앞,7051007300,"2,616",926
20-Jan,계명대학교동문건너1,7041000500,"9,580","1,170"
20-Jan,계명대학교동문건너2,7041000900,"34,148","10,227"
20-Jan,계명대학교동문앞,7041000800,"17,112","7,127"
20-Jan,계명대학교동산병원건너,7041061300,"9,391",621
20-Jan,계명대학교동산병원앞,7041063100,"2,322","2,246"
20-Jan,계명대학교정문건너,7041001200,"13,327","1,468"
20-Jan,계명대학교정문앞,7041001100,"2,694","2,697"
20-Jan,계명문화대학건너,7041000400,"9,814","1,439"
20-Jan,계명문화대학앞,7041000300,"6,909","21,606"
20-Jan,고래들공원건너,7111071400,663,39
20-Jan,고래들공원앞,7111071300,95,82
20-Jan,고모동입구,7061032500,"6,243","4,234"
20-Jan,고모역건너,7061028800,254,170
20-Jan,고모역앞,7061038500,74,66
20-Jan,고봉리,7111025800,250,0
20-Jan,고봉리2,7111073800,128,4
20-Jan,고산2동행정복지센터건너,7061025100,"10,431","3,360"
20-Jan,고산2동행정복지센터앞,7061025200,"17,176",693
20-Jan,고산골입구,7051012300,"4,044",776
20-Jan,고산농협창고건너,7061025000,601,218
20-Jan,고산농협창고앞,7061024900,286,"3,407"
20-Jan,고산도서관,7061026700,"16,455","6,186"
20-Jan,고산역화성파크드림건너,7061025800,"14,685","3,578"
20-Jan,고산역화성파크드림앞,7061025700,"10,477","3,969"
20-Jan,고산정수사업소건너,7061036000,"1,937",310
20-Jan,고성아파트(서편),7021012300,"4,861","3,436"
20-Jan,고성아파트건너,7021030400,"1,208",19
20-Jan,고성아파트건너(서편),7021012200,"2,199","2,012"
20-Jan,고성아파트앞,7021030500,57,164
20-Jan,고성지구대1,7021012400,725,627
20-Jan,고성지구대2,7021012500,"1,920","2,056"
20-Jan,골안골,7051014900,14,30
20-Jan,골안골지하보도앞,7051014200,3,84
20-Jan,공고네거리1,7011009400,"20,287","10,491"
20-Jan,공고네거리2,7011009300,"9,812","3,185"
20-Jan,공군기지관사입구,7011030800,108,45
20-Jan,공단역1,7021018000,"13,351","7,753"
20-Jan,공단역2,7031014300,"17,566","8,445"
20-Jan,공단하수처리장건너,7111032200,24,625
20-Jan,공단하수처리장앞,7111032100,187,33
20-Jan,공산댐건너,7011026300,"1,655",136
20-Jan,공산댐앞,7011035900,9,89
20-Jan,공산동행정복지센터건너,7011001300,697,552
20-Jan,공산동행정복지센터앞,7011001400,"4,423",278
20-Jan,공산초등학교건너,7011023000,191,107
20-Jan,공산초등학교앞,7011023100,"1,885",78
20-Jan,공산파출소,7011040200,41,107
20-Jan,공항시장건너,7011012500,"10,515",747
20-Jan,공항시장앞,7011012600,"2,981","2,679"
20-Jan,과학마을청아람앞,7111059500,"10,552",210
20-Jan,곽병원건너,7001006200,"61,057","23,625"
20-Jan,곽병원앞1,7001006300,"23,755","9,005"
20-Jan,곽병원앞2,7001006100,"10,147","3,258"
20-Jan,관리공단,7111008600,343,224
20-Jan,관음공영주차장앞,7021041000,"1,377",158
20-Jan,관음농협앞,7021041100,"1,216",137
20-Jan,관음동행정복지센터건너,7021041300,704,102
20-Jan,관음동행정복지센터앞,7021044900,"1,286",85
20-Jan,관음변전소1,7021001500,"3,570",179
20-Jan,관음변전소2,7021001400,429,417
20-Jan,관음변전소3,7021054900,415,0
20-Jan,관음변전소4,7021055000,24,7
20-Jan,관음어린이집,7021041200,953,219
20-Jan,관음중학교(북편),7021044800,"1,145",108
20-Jan,광명프레지던트아파트건너,7061014700,"8,124","4,538"
20-Jan,광장타운건너,7031004300,"11,464","3,498"
20-Jan,광장타운앞,7031004200,"11,866","2,921"
20-Jan,교대부설초등학교건너,7041020800,"4,568",474
20-Jan,교대부설초등학교앞,7041020900,70,998
20-Jan,교동시장앞,7001010700,"3,018","1,281"
20-Jan,교동초등학교건너,7021041400,721,114
20-Jan,교동초등학교앞,7021045000,"1,517",213
20-Jan,교통연수원,7061022000,"7,786",606
20-Jan,교통연수원건너,7061022100,"3,162",609
20-Jan,교항2리마을입구,7111049500,2,193
20-Jan,교항2리회관,7111017400,215,12
20-Jan,교항리건너,7111005500,"7,843",115
20-Jan,교항리마을입구건너,7111062400,61,2
20-Jan,교항리앞,7111005400,929,"1,442"
20-Jan,구)대영학원건너,7031009400,"13,181","3,477"
20-Jan,구)대영학원앞,7031009500,"18,659","8,034"
20-Jan,구.남부정류장건너1,7061001700,"7,180","8,863"
20-Jan,구.남부정류장건너2,7061028700,"6,714","5,087"
20-Jan,구.남부정류장앞1,7061001800,"16,743","4,038"
20-Jan,구.남부정류장앞2,7061001900,"3,407","1,480"
20-Jan,구.대봉도서관건너,7001009100,915,465
20-Jan,구.대봉도서관앞,7001009000,"2,432",621
20-Jan,구.동부정류장(메트로팔레스),7011004700,"8,938","3,806"
20-Jan,구둔산,7011036100,461,41
20-Jan,구라1리1,7111078100,0,4
20-Jan,구라1리2,7111078200,1,2
20-Jan,구라3리1,7111076900,0,2
20-Jan,구라3리2,7111077000,20,0
20-Jan,구라리,7111036800,0,7
20-Jan,구라리2,7111077100,0,1
20-Jan,구룡촌건너,7111051800,1,0
20-Jan,구룡촌앞,7111051900,30,0
20-Jan,구병원건너,7041008500,"8,655","4,862"
20-Jan,구병원앞,7041008400,"16,405","5,513"
20-Jan,구삼폭포건너,7111049300,5,28
20-Jan,구삼폭포앞,7111049200,37,0
20-Jan,구암가구골목1,7021008000,"1,154",746
20-Jan,구암가구골목2,7021008100,657,227
20-Jan,구암교1,7021008400,"2,542","1,075"
20-Jan,구암교2,7021008500,"1,747",994
20-Jan,구암동1,7011022400,549,41
20-Jan,구암동2,7011022500,114,304
20-Jan,구암역(운전면허시험장)1,7021008200,"3,456",630
20-Jan,구암역(운전면허시험장)2,7021008300,"1,560",363
20-Jan,구암초등학교건너,7021007500,486,210
20-Jan,구암초등학교앞,7021007400,"2,138",117
20-Jan,구지면사무소건너,7111041200,222,495
20-Jan,구지면사무소앞,7111041300,"1,257",99
20-Jan,구지중학교건너,7111077500,56,"1,173"
20-Jan,구지중학교앞,7111077400,"3,070",14
20-Jan,국가물산업클러스터건너,7111060000,56,479
20-Jan,국가물산업클러스터앞,7111060100,352,268
20-Jan,국가산단반도유보라2차,7111044200,8,37
20-Jan,국가산단서한이다음,7111078600,"1,320",3
20-Jan,국가산단서한이다음건너,7111078700,9,207
20-Jan,국립대구과학관건너,7111077300,1,28
20-Jan,국립대구과학관앞,7111077200,189,8
20-Jan,국립대구과학관정문건너,7111065100,723,75
20-Jan,국립대구과학관정문앞,7111065000,45,153
20-Jan,국립대구박물관건너,7061017800,"8,970","1,521"
20-Jan,국립대구박물관앞,7061017900,"6,182","3,368"
20-Jan,국립식량과학원대구시험지,7111043100,0,33
20-Jan,국립신암선열공원건너,7011008500,"4,114","7,584"
20-Jan,국립신암선열공원앞,7011008400,"1,744","1,032"
20-Jan,국민건강보험공단건너,7041024300,"20,399","2,461"
20-Jan,국민건강보험공단앞,7041024400,"11,605","7,606"
20-Jan,국민연금네거리,7041060600,"7,908","1,869"
20-Jan,국민연금네거리1,7041060700,"4,202","2,586"
20-Jan,국민은행3공단지점건너,7021009100,"3,502",900
20-Jan,국민은행3공단지점앞,7021009200,"2,403",683
20-Jan,국우동현대아파트건너,7021042900,510,75
20-Jan,국우동현대아파트건너2,7021061500,225,238
20-Jan,국우동현대아파트앞,7021039400,"4,274",849
20-Jan,국채보상운동기념공원,7001009600,"5,577","5,066"
20-Jan,굿모닝병원건너,7051000500,"9,142","5,260"
20-Jan,굿모닝병원앞,7051006900,"10,739","3,430"
20-Jan,귀남지휴게소1,7111030700,7,1
20-Jan,그랜드호텔건너,7061003700,"28,321","11,476"
20-Jan,그랜드호텔앞,7061003600,"30,275","6,882"
20-Jan,그린빌4단지,7021037300,479,878
20-Jan,그린빌4단지건너,7021037100,575,56
20-Jan,그린빌4단지앞,7021037200,328,90
20-Jan,근로복지공단대구병원건너,7021054300,349,"1,275"
20-Jan,근로복지공단대구병원앞,7021053900,"11,057",115
20-Jan,근린공원축구장건너,7111057000,"1,863",296
20-Jan,근린공원축구장앞,7111057800,846,14
20-Jan,금강동,7011032300,146,7
20-Jan,금계초등학교(교항리),7111017500,363,183
20-Jan,금계초등학교(교항리)건너,7111071700,"2,196",10
20-Jan,금복주건너,7041012400,"2,485",689
20-Jan,금복주앞,7041012500,"1,830",501
20-Jan,금봉네거리1,7041025900,"8,189","1,018"
20-Jan,금봉네거리2,7041026100,"3,640",741
20-Jan,금사리하이빌APT건너,7111032800,"1,005",131
20-Jan,금사리하이빌APT앞,7011020700,339,222
20-Jan,금융감독원건너,7061014500,436,"1,917"
20-Jan,금포1교1,7111070800,"1,010",40
20-Jan,금포1교2,7111070700,7,5
20-Jan,금포1교3,7111075500,2,129
20-Jan,금포교,7111075600,218,39
20-Jan,금포새터길1,7111075700,441,14
20-Jan,금포새터길2,7111075800,4,89
20-Jan,금포초등학교,7111012700,"2,740",400
20-Jan,금포초등학교건너,7111012600,802,363
20-Jan,금호119안전센터건너,7021057600,528,101
20-Jan,금호119안전센터앞,7021057100,16,203
20-Jan,금호기전,7041039400,222,53
20-Jan,금호서한이다음아파트건너,7021059000,74,44
20-Jan,금호서한이다음아파트앞,7021058900,"7,178",137
20-Jan,금호지구종점(시내방향),7021059300,148,0
20-Jan,금호지구종점(종점방향),7021059400,738,5
20-Jan,금호천년나무1단지건너,7021059200,105,372
20-Jan,금호천년나무1단지동편,7021059500,"5,527",82
20-Jan,금호천년나무1단지동편건너,7021057200,55,"1,314"
20-Jan,금호천년나무1단지앞,7021059100,175,314
20-Jan,금호천년나무8단지앞,7021060600,17,86
20-Jan,금호화물자동차공영차고지,7031020600,311,15
20-Jan,기곡(종점),7111029600,175,12
20-Jan,기곡리1,7111043300,13,1
20-Jan,기곡리2,7111043400,37,0
20-Jan,기업은행대곡지점건너,7041022000,"1,040","4,018"
20-Jan,기업은행대곡지점앞,7041021900,"25,492",833
20-Jan,기업은행죽전동지점건너,7041002500,"5,911",844
20-Jan,기업은행죽전동지점앞,7041002600,"2,012",928
20-Jan,김흥1리건너,7111065700,17,1
20-Jan,김흥1리앞,7111065600,45,10
20-Jan,김흥2리건너,7111053000,1,2
20-Jan,김흥2리앞,7111053100,8,0
20-Jan,김흥리마을입구,7111051500,86,1
20-Jan,나불지건너,7011059500,451,90
20-Jan,나불지앞,7011059400,580,551
20-Jan,남구종합스포츠타운건너,7051012800,418,208
20-Jan,남구종합스포츠타운앞,7051012900,"2,367",237
20-Jan,남구청건너1,7051017200,958,78
20-Jan,남구청건너2,7051009100,"5,567","7,264"
20-Jan,남구청네거리1,7051011500,"6,165","1,869"
20-Jan,남구청네거리2,7051015800,797,240
20-Jan,남구청앞,7051017100,257,658
20-Jan,남대구IC1,7041011500,"14,356","1,011"
20-Jan,남대구IC2,7041011600,"5,739",837
20-Jan,남도버스1,7041060100,"2,037",40
20-Jan,남도버스2,7041060200,"1,636",540
20-Jan,남명삼거리1,7051004000,"2,573",275
20-Jan,남명삼거리2,7051004100,"1,214",444
20-Jan,남문시장건너1,7001012400,91,39
20-Jan,남문시장건너2,7001001800,"10,274","16,059"
20-Jan,남문시장앞,7001001900,"19,828","11,775"
20-Jan,남문아파트앞,7001003500,48,34
20-Jan,남부경찰서앞,7051013400,"8,803","5,458"
20-Jan,남부교육지원청건너,7041016000,"4,995",974
20-Jan,남부교육지원청앞,7041016100,"3,754","1,420"
20-Jan,남부도서관앞,7051005100,"1,106",813
20-Jan,남부자동차종합시장건너,7041011800,"2,710",931
20-Jan,남부자동차종합시장앞,7041011700,"1,235",252
20-Jan,남부초등학교건너,7041048500,"1,181",56
20-Jan,남부초등학교앞,7041048600,370,330
20-Jan,남부초등학교앞2,7041026000,"3,653",998
20-Jan,남산2동주민센터건너,7001003400,117,65
20-Jan,남산2동주민센터앞,7001012500,283,48
20-Jan,남산고등학교건너,7061027300,248,109
20-Jan,남산고등학교앞,7061005900,294,171
20-Jan,남산역(프린스호텔건너),7001002800,"11,198","2,853"
20-Jan,남산역건너(프린스호텔앞),7001002900,"17,501","6,976"
20-Jan,남산초등학교건너,7001003300,"11,061","1,905"
20-Jan,남산초등학교앞,7001003200,"8,170","6,314"
20-Jan,남해오네뜨2차앞,7111074300,"1,199",27
20-Jan,내곡동마을회관,7011062400,8,1
20-Jan,내당1동우체국건너,7031008300,"2,106",390
20-Jan,내당1동우체국앞,7031008400,"2,194",471
20-Jan,내당광명아파트,7031000400,"3,504","1,907"
20-Jan,내당삼익맨션건너,7031004600,"17,746","5,717"
20-Jan,내당삼익맨션앞,7031004700,"10,656","12,967"
20-Jan,내당코오롱아파트건너,7031000300,"7,342","11,092"
20-Jan,내당코오롱아파트앞,7031000200,"5,086","1,158"
20-Jan,내동,7011022100,482,39
20-Jan,내동건너,7011029100,25,102
20-Jan,내리1,7111025400,6,9
20-Jan,내리2,7111041400,3,0
20-Jan,내일교회건너,7041013000,197,46
20-Jan,내일교회앞,7041013100,605,76
20-Jan,냉천2리,7111013600,44,5
20-Jan,냉천리1,7111045300,"1,202",84
20-Jan,냉천리2,7111045400,22,221
20-Jan,노곡교(하중도)1,7021058700,494,212
20-Jan,노곡교(하중도)2,7021058800,562,35
20-Jan,노곡동,7021029700,"3,723",18
20-Jan,노변중학교,7061057200,"1,201",126
20-Jan,노변중학교건너,7061057500,"1,452",198
20-Jan,노변청구타운건너,7061057100,377,190
20-Jan,노변청구타운앞,7061057600,570,94
20-Jan,노원119안전센터건너,7021008800,"4,202","3,811"
20-Jan,노원119안전센터앞,7021008700,"2,295",509
20-Jan,노원네거리(대구은행건너),7021009400,428,174
20-Jan,노원네거리(대구은행앞),7021009300,"3,331",251
20-Jan,노원네거리1(오봉새마을금고앞),7021017400,"3,471",662
20-Jan,노원네거리2(오봉새마을금고건너),7021017500,"6,168",472
20-Jan,노원네거리3(기업은행),7021009500,"3,939",155
20-Jan,노원네거리4(기업은행),7021009600,376,461
20-Jan,노원동화타운건너,7021010000,371,321
20-Jan,노원동화타운앞,7021009900,"2,053",802
20-Jan,노이3리1,7111070900,68,4
20-Jan,노이3리2,7111071000,0,8
20-Jan,녹동서원건너,7111067700,111,0
20-Jan,녹동서원앞,7111028500,1,4
20-Jan,녹원맨션1,7011019000,"2,871",619
20-Jan,녹원맨션2,7011019100,"4,527",652
20-Jan,논공삼거리1,7111023200,"1,228",15
20-Jan,논공삼거리2,7111012800,292,627
20-Jan,논공읍사무소,7111012300,"1,295",181
20-Jan,논공읍사무소건너1,7111012200,"1,898",548
20-Jan,논공읍사무소건너2,7111005900,53,77
20-Jan,농산물도매시장건너,7021053700,"1,335",138
20-Jan,농산물도매시장앞,7021053800,"2,238",252
20-Jan,농수산물도매시장건너,7021000100,"1,968",659
20-Jan,농수산물도매시장앞,7021019300,"6,360","4,808"
20-Jan,농촌진흥원입구,7021042000,56,46
20-Jan,농협동촌지점,7011027400,284,163
20-Jan,농협방촌지점,7011020500,"1,554",116
20-Jan,농협중앙회건너,7011008800,"15,299","8,092"
20-Jan,농협중앙회앞,7021024800,"16,865","20,080"
20-Jan,농협중앙회중동지점건너,7061030800,916,58
20-Jan,농협중앙회중동지점앞,7061030900,31,228
20-Jan,능성동(종점)1,7011054100,15,0
20-Jan,능성동(종점)2,7011054200,264,28
20-Jan,능성동예비군훈련장,7011041500,0,13
20-Jan,능성동예비군훈련장건너,7011053900,2,0
20-Jan,능성동입구건너,7011023700,703,12
20-Jan,능성동입구앞,7011023600,4,60
20-Jan,다리골,7011037700,16,0
20-Jan,다사고등학교건너,7111026800,"4,546","5,007"
20-Jan,다사고등학교앞,7111019300,574,"2,663"
20-Jan,다사농협세천지점건너,7111069800,"3,471",700
20-Jan,다사농협세천지점앞,7111069700,"2,447",263
20-Jan,다사농협주유소건너,7111010500,81,"1,259"
20-Jan,다사농협주유소앞,7111010600,"6,801",507
20-Jan,다사역(3번출구),7111055400,1,36
20-Jan,다사읍사무소서재출장소건너,7111045100,"1,941",27
20-Jan,다사읍사무소서재출장소앞,7111021000,383,385
20-Jan,다사읍행정복지센터건너,7111019600,"7,651",589
20-Jan,다사읍행정복지센터앞,7111039400,107,189
20-Jan,다사주공아파트건너,7111054700,110,0
20-Jan,다사주공아파트앞,7111054600,0,120
